record_id,hospital_name,ward,supplier_name,category,item_name,received_date,expiry_date,shelf_life_days,days_until_expiry,is_expired,qty_received,qty_remaining,unit_cost_usd,waste_value_usd,procurement_month
REC00163,Sunrise Clinic,General Ward,GlobalMed Imports,Diagnostic Kit,Urine Dipstick,2024-07-14,2025-02-15,216,-106,True,202,33,423.81,13985.73,2024-07
REC00164,Metro Health Hub,General Ward,GlobalMed Imports,Surgical Supply,Scalpel Blade 22,2024-12-11,2026-12-03,722,550,False,343,86,245.58,0.0,2024-12
REC00165,North Medical Center,General Ward,NovaMed Solutions,Surgical Supply,Sterile Drape,2025-05-01,2026-07-20,445,414,False,181,47,216.89,0.0,2025-05
REC00166,North Medical Center,ICU,MedLine Supplies Co.,Diagnostic Kit,Urine Dipstick,2025-03-13,2025-10-11,212,132,False,392,115,240.14,0.0,2025-03
REC00167,Metro Health Hub,Cardiology,PharmaDirect Ltd.,IV Fluid,Ringer Lactate 1L,2024-05-20,2024-11-18,182,-195,True,130,57,294.67,16796.19,2024-05
REC00168,North Medical Center,ICU,CarePlus Distributors,Diagnostic Kit,Urine Dipstick,2024-12-27,2025-07-23,208,52,False,139,26,397.3,0.0,2024-12
REC00169,Sunrise Clinic,Oncology,CarePlus Distributors,IV Fluid,Dextrose 5% 1L,2024-05-04,2025-04-01,332,-61,True,358,18,417.98,7523.64,2024-05
REC00170,Sunrise Clinic,Pharmacy Store,PharmaDirect Ltd.,PPE,Disposable Gown,2025-03-15,2026-05-11,422,344,False,219,20,329.68,0.0,2025-03
REC00171,Valley Care Hospital,Oncology,MedLine Supplies Co.,Pharmaceutical,Insulin Glargine,2024-12-01,2026-03-28,482,300,False,488,103,372.58,0.0,2024-12
REC00172,Sunrise Clinic,Oncology,GlobalMed Imports,IV Fluid,Normal Saline 500ml,2025-02-17,2025-12-21,307,203,False,183,24,107.9,0.0,2025-02
REC00173,Metro Health Hub,Pharmacy Store,NovaMed Solutions,PPE,N95 Mask,2025-01-09,2026-12-16,706,563,False,110,29,139.8,0.0,2025-01
REC00174,Valley Care Hospital,Oncology,CarePlus Distributors,Diagnostic Kit,COVID Rapid Test,2024-06-29,2025-01-18,203,-134,True,294,24,206.1,4946.4,2024-06
REC00175,Valley Care Hospital,Pharmacy Store,GlobalMed Imports,PPE,Disposable Gown,2024-04-30,2026-04-13,713,316,False,436,20,237.66,0.0,2024-04
REC00176,Valley Care Hospital,Cardiology,MedLine Supplies Co.,Pharmaceutical,Paracetamol 500mg,2025-03-26,2025-11-24,243,176,False,324,19,76.13,0.0,2025-03
REC00177,Valley Care Hospital,ICU,NovaMed Solutions,Surgical Supply,Wound Dressing Pack,2024-09-14,2027-02-18,887,627,False,117,32,188.4,0.0,2024-09
REC00178,Sunrise Clinic,Pharmacy Store,MedLine Supplies Co.,IV Fluid,Ringer Lactate 1L,2024-05-17,2024-11-14,181,-199,True,346,14,22.77,318.78,2024-05
REC00179,Metro Health Hub,Oncology,CarePlus Distributors,PPE,N95 Mask,2025-04-17,2026-07-18,457,412,False,443,34,345.21,0.0,2025-04
REC00180,Metro Health Hub,Orthopedics,PharmaDirect Ltd.,IV Fluid,Mannitol 20%,2024-11-11,2026-04-09,514,312,False,110,11,446.8,0.0,2024-11
REC00181,North Medical Center,Emergency,CarePlus Distributors,Surgical Supply,Surgical Gloves L,2024-04-30,2026-03-01,670,273,False,267,68,172.23,0.0,2024-04
REC00182,City General Hospital,ICU,NovaMed Solutions,Diagnostic Kit,Blood Glucose Strip,2025-01-01,2025-04-17,106,-45,True,364,7,110.2,771.4,2025-01
REC00183,City General Hospital,Emergency,NovaMed Solutions,Pharmaceutical,Omeprazole 20mg,2024-07-20,2025-03-06,229,-87,True,169,74,99.73,7380.02,2024-07
REC00184,Valley Care Hospital,Emergency,CarePlus Distributors,Diagnostic Kit,Blood Glucose Strip,2024-05-13,2025-01-22,254,-130,True,498,23,443.6,10202.8,2024-05
REC00185,Metro Health Hub,General Ward,NovaMed Solutions,Diagnostic Kit,Urine Dipstick,2025-04-21,2026-02-23,308,267,False,74,11,423.86,0.0,2025-04
REC00186,Sunrise Clinic,General Ward,PharmaDirect Ltd.,Diagnostic Kit,Pregnancy Test Kit,2024-10-25,2025-08-03,282,63,False,292,30,382.58,0.0,2024-10
REC00187,City General Hospital,Cardiology,GlobalMed Imports,IV Fluid,Normal Saline 500ml,2024-08-08,2025-04-13,248,-49,True,174,37,93.49,3459.13,2024-08
REC00188,North Medical Center,General Ward,NovaMed Solutions,Pharmaceutical,Paracetamol 500mg,2024-05-17,2025-05-27,375,-5,True,359,10,393.45,3934.5,2024-05
REC00189,Metro Health Hub,Emergency,NovaMed Solutions,PPE,Surgical Mask Box,2024-09-19,2026-01-05,473,218,False,147,7,336.73,0.0,2024-09
REC00190,Sunrise Clinic,Orthopedics,CarePlus Distributors,Surgical Supply,Scalpel Blade 22,2025-01-20,2026-11-05,654,522,False,382,45,140.52,0.0,2025-01
REC00191,North Medical Center,Pharmacy Store,PharmaDirect Ltd.,IV Fluid,Normal Saline 500ml,2024-05-18,2025-05-22,369,-10,True,261,10,254.23,2542.3,2024-05
REC00192,North Medical Center,Cardiology,NovaMed Solutions,Pharmaceutical,Amlodipine 5mg,2024-08-12,2026-04-11,607,314,False,167,24,257.48,0.0,2024-08
REC00193,Valley Care Hospital,Cardiology,PharmaDirect Ltd.,Diagnostic Kit,Urine Dipstick,2024-04-27,2025-04-03,341,-59,True,425,50,78.25,3912.5,2024-04
REC00194,North Medical Center,ICU,PharmaDirect Ltd.,PPE,N95 Mask,2024-08-27,2026-03-26,576,298,False,120,14,32.92,0.0,2024-08
REC00195,Metro Health Hub,ICU,MedLine Supplies Co.,PPE,Disposable Gown,2024-11-12,2026-07-19,614,413,False,58,0,240.67,0.0,2024-11
REC00196,City General Hospital,Orthopedics,PharmaDirect Ltd.,PPE,Face Shield,2024-08-21,2026-08-01,710,426,False,270,22,50.39,0.0,2024-08
REC00197,Metro Health Hub,Orthopedics,PharmaDirect Ltd.,Surgical Supply,Suture Kit 3-0,2024-07-09,2026-03-24,623,296,False,90,11,431.79,0.0,2024-07
REC00198,City General Hospital,Pharmacy Store,MedLine Supplies Co.,Surgical Supply,Sterile Drape,2024-06-06,2027-04-06,1034,674,False,244,48,249.83,0.0,2024-06
REC00199,Valley Care Hospital,Cardiology,GlobalMed Imports,Surgical Supply,Surgical Gloves L,2024-09-09,2027-07-01,1025,760,False,320,5,105.32,0.0,2024-09
REC00200,Metro Health Hub,ICU,GlobalMed Imports,Pharmaceutical,Amoxicillin 500mg,2024-06-06,2025-09-16,467,107,False,58,6,265.2,0.0,2024-06
REC00201,Sunrise Clinic,ICU,MedLine Supplies Co.,Surgical Supply,Wound Dressing Pack,2025-01-19,2027-12-13,1058,925,False,454,20,226.6,0.0,2025-01
REC00202,Metro Health Hub,Cardiology,PharmaDirect Ltd.,IV Fluid,Dextrose 5% 1L,2025-04-14,2026-03-27,347,299,False,374,34,353.14,0.0,2025-04
REC00203,City General Hospital,ICU,GlobalMed Imports,Diagnostic Kit,Pregnancy Test Kit,2024-10-13,2025-07-24,284,53,False,201,51,112.79,0.0,2024-10
REC00204,Metro Health Hub,Oncology,GlobalMed Imports,Surgical Supply,Scalpel Blade 22,2024-05-23,2026-06-25,763,389,False,96,0,424.47,0.0,2024-05
REC00205,City General Hospital,Oncology,NovaMed Solutions,Pharmaceutical,Metformin 850mg,2025-04-08,2026-04-14,371,317,False,312,52,48.72,0.0,2025-04
REC00206,Valley Care Hospital,Emergency,NovaMed Solutions,Pharmaceutical,Paracetamol 500mg,2024-07-20,2025-12-14,512,196,False,248,10,326.87,0.0,2024-07
REC00207,North Medical Center,Cardiology,GlobalMed Imports,PPE,Surgical Mask Box,2024-06-06,2025-11-07,519,159,False,187,31,67.81,0.0,2024-06
REC00208,Metro Health Hub,ICU,PharmaDirect Ltd.,IV Fluid,Ringer Lactate 1L,2024-09-17,2025-07-20,306,49,False,303,76,278.46,0.0,2024-09
REC00209,Valley Care Hospital,Emergency,GlobalMed Imports,Diagnostic Kit,COVID Rapid Test,2024-11-01,2025-08-12,284,72,False,221,55,367.43,0.0,2024-11
REC00210,North Medical Center,Oncology,CarePlus Distributors,Diagnostic Kit,Blood Glucose Strip,2024-09-19,2025-07-09,293,38,False,426,125,435.57,0.0,2024-09
REC00211,Metro Health Hub,Pharmacy Store,PharmaDirect Ltd.,Diagnostic Kit,Pregnancy Test Kit,2024-11-17,2025-05-28,192,-4,True,142,75,14.54,1090.5,2024-11
REC00212,North Medical Center,Pharmacy Store,CarePlus Distributors,IV Fluid,Ringer Lactate 1L,2024-06-02,2025-02-08,251,-113,True,205,35,115.58,4045.3,2024-06
REC00213,Sunrise Clinic,Pharmacy Store,NovaMed Solutions,IV Fluid,Normal Saline 500ml,2024-10-05,2026-01-01,453,214,False,495,107,245.78,0.0,2024-10
REC00214,Metro Health Hub,General Ward,GlobalMed Imports,PPE,N95 Mask,2025-03-28,2027-02-22,696,631,False,363,5,254.54,0.0,2025-03
REC00215,North Medical Center,Cardiology,GlobalMed Imports,IV Fluid,Normal Saline 500ml,2025-05-17,2026-08-01,441,426,False,335,74,310.23,0.0,2025-05
REC00216,City General Hospital,ICU,PharmaDirect Ltd.,IV Fluid,Mannitol 20%,2024-06-09,2024-12-18,192,-165,True,103,42,188.65,7923.3,2024-06
REC00217,Metro Health Hub,Oncology,MedLine Supplies Co.,Diagnostic Kit,Urine Dipstick,2024-11-28,2025-11-19,356,171,False,293,12,198.58,0.0,2024-11
REC00218,North Medical Center,Orthopedics,PharmaDirect Ltd.,Diagnostic Kit,COVID Rapid Test,2024-05-24,2025-02-13,265,-108,True,396,26,418.64,10884.64,2024-05
REC00219,Metro Health Hub,Cardiology,MedLine Supplies Co.,PPE,Surgical Mask Box,2024-12-04,2026-10-22,687,508,False,144,11,289.11,0.0,2024-12
REC00220,City General Hospital,Orthopedics,MedLine Supplies Co.,PPE,Surgical Mask Box,2024-10-04,2026-01-21,474,234,False,155,17,339.17,0.0,2024-10
REC00221,Sunrise Clinic,Orthopedics,CarePlus Distributors,PPE,Surgical Mask Box,2024-11-16,2026-03-30,499,302,False,393,110,221.54,0.0,2024-11
REC00222,Valley Care Hospital,ICU,PharmaDirect Ltd.,PPE,Disposable Gown,2024-07-26,2026-06-07,681,371,False,138,19,413.61,0.0,2024-07
REC00223,Valley Care Hospital,Emergency,NovaMed Solutions,Diagnostic Kit,COVID Rapid Test,2025-01-20,2025-07-22,183,51,False,122,32,176.34,0.0,2025-01
REC00224,Sunrise Clinic,Emergency,PharmaDirect Ltd.,IV Fluid,Mannitol 20%,2025-02-16,2026-08-05,535,430,False,138,35,77.17,0.0,2025-02
REC00225,Valley Care Hospital,Pharmacy Store,CarePlus Distributors,Diagnostic Kit,Pregnancy Test Kit,2024-07-09,2024-10-11,94,-233,True,149,54,433.81,23425.74,2024-07
REC00226,Sunrise Clinic,ICU,GlobalMed Imports,IV Fluid,Mannitol 20%,2024-10-22,2025-06-01,222,0,False,65,35,343.07,12007.45,2024-10
REC00227,Valley Care Hospital,General Ward,GlobalMed Imports,Surgical Supply,Wound Dressing Pack,2024-12-26,2027-04-08,833,676,False,107,7,122.38,0.0,2024-12
REC00228,North Medical Center,Oncology,MedLine Supplies Co.,PPE,N95 Mask,2024-04-28,2025-06-19,417,18,False,426,222,295.02,65494.44,2024-04
REC00229,Valley Care Hospital,Pharmacy Store,CarePlus Distributors,IV Fluid,Ringer Lactate 1L,2024-11-25,2025-09-22,301,113,False,465,89,387.82,0.0,2024-11
REC00230,North Medical Center,Oncology,GlobalMed Imports,Surgical Supply,Wound Dressing Pack,2025-03-12,2026-10-09,576,495,False,322,35,269.59,0.0,2025-03
REC00231,North Medical Center,Emergency,PharmaDirect Ltd.,Diagnostic Kit,Urine Dipstick,2024-09-01,2025-06-28,300,27,False,493,74,316.39,23412.86,2024-09
REC00232,City General Hospital,Pharmacy Store,MedLine Supplies Co.,Diagnostic Kit,Blood Glucose Strip,2024-04-28,2024-10-07,162,-237,True,187,58,170.39,9882.62,2024-04
REC00233,Metro Health Hub,Pharmacy Store,GlobalMed Imports,IV Fluid,Ringer Lactate 1L,2024-06-01,2025-05-14,347,-18,True,51,16,329.59,5273.44,2024-06
REC00234,Valley Care Hospital,Emergency,NovaMed Solutions,Pharmaceutical,Paracetamol 500mg,2024-10-31,2025-12-08,403,190,False,215,36,153.65,0.0,2024-10
REC00235,North Medical Center,Cardiology,CarePlus Distributors,IV Fluid,Ringer Lactate 1L,2024-06-07,2025-10-20,500,141,False,58,3,418.42,0.0,2024-06
REC00236,City General Hospital,Oncology,PharmaDirect Ltd.,Pharmaceutical,Omeprazole 20mg,2025-02-08,2025-12-20,315,202,False,97,20,163.79,0.0,2025-02
REC00237,North Medical Center,Cardiology,MedLine Supplies Co.,Pharmaceutical,Omeprazole 20mg,2024-07-06,2025-11-10,492,162,False,96,22,45.09,0.0,2024-07
REC00238,Metro Health Hub,Pharmacy Store,PharmaDirect Ltd.,Surgical Supply,Wound Dressing Pack,2025-01-27,2027-12-24,1061,936,False,406,43,368.16,0.0,2025-01
REC00239,North Medical Center,Pharmacy Store,PharmaDirect Ltd.,IV Fluid,Normal Saline 500ml,2025-01-25,2025-09-14,232,105,False,238,38,63.87,0.0,2025-01
REC00240,North Medical Center,Cardiology,NovaMed Solutions,Pharmaceutical,Paracetamol 500mg,2024-08-07,2025-02-11,188,-110,True,419,32,283.57,9074.24,2024-08
REC00241,North Medical Center,Emergency,GlobalMed Imports,IV Fluid,Dextrose 5% 1L,2025-04-08,2026-08-02,481,427,False,229,54,143.24,0.0,2025-04
REC00242,North Medical Center,Pharmacy Store,CarePlus Distributors,Pharmaceutical,Metformin 850mg,2024-08-12,2025-11-26,471,178,False,155,33,274.1,0.0,2024-08
REC00243,City General Hospital,Oncology,GlobalMed Imports,Diagnostic Kit,COVID Rapid Test,2025-01-20,2025-06-16,147,15,False,376,162,34.28,5553.36,2025-01
REC00244,North Medical Center,ICU,MedLine Supplies Co.,Surgical Supply,Scalpel Blade 22,2024-08-04,2026-08-13,739,438,False,58,2,8.67,0.0,2024-08
REC00245,Valley Care Hospital,Emergency,GlobalMed Imports,IV Fluid,Ringer Lactate 1L,2024-07-05,2025-12-26,539,208,False,92,20,242.61,0.0,2024-07
REC00246,City General Hospital,Oncology,CarePlus Distributors,Pharmaceutical,Amlodipine 5mg,2025-04-12,2027-03-16,703,653,False,250,75,286.35,0.0,2025-04
REC00247,North Medical Center,ICU,MedLine Supplies Co.,Surgical Supply,Surgical Gloves L,2025-01-17,2027-04-06,809,674,False,361,7,140.91,0.0,2025-01
REC00248,Sunrise Clinic,Pharmacy Store,MedLine Supplies Co.,Surgical Supply,Surgical Gloves L,2025-02-28,2027-02-18,720,627,False,135,23,59.3,0.0,2025-02
REC00249,Metro Health Hub,Orthopedics,GlobalMed Imports,Pharmaceutical,Amlodipine 5mg,2024-10-15,2026-01-16,458,229,False,345,80,36.99,0.0,2024-10
REC00250,North Medical Center,Pharmacy Store,NovaMed Solutions,Pharmaceutical,Omeprazole 20mg,2024-08-05,2025-07-21,350,50,False,343,86,325.94,0.0,2024-08
REC00251,City General Hospital,Orthopedics,CarePlus Distributors,Pharmaceutical,Amoxicillin 500mg,2025-05-16,2026-07-20,430,414,False,126,11,419.19,0.0,2025-05
REC00252,City General Hospital,Emergency,PharmaDirect Ltd.,Surgical Supply,Sterile Drape,2025-01-15,2026-12-08,692,555,False,240,15,227.16,0.0,2025-01
REC00253,Sunrise Clinic,Emergency,GlobalMed Imports,PPE,N95 Mask,2024-10-29,2026-04-14,532,317,False,94,17,206.89,0.0,2024-10
REC00254,Valley Care Hospital,General Ward,PharmaDirect Ltd.,PPE,Face Shield,2024-05-09,2026-01-16,617,229,False,445,50,330.28,0.0,2024-05
REC00255,City General Hospital,General Ward,CarePlus Distributors,Surgical Supply,Surgical Gloves L,2024-10-25,2026-06-20,603,384,False,499,2,428.07,0.0,2024-10
REC00256,North Medical Center,General Ward,NovaMed Solutions,Diagnostic Kit,COVID Rapid Test,2025-02-06,2025-12-07,304,189,False,122,17,44.13,0.0,2025-02
REC00257,Valley Care Hospital,Orthopedics,MedLine Supplies Co.,IV Fluid,Ringer Lactate 1L,2024-09-30,2025-12-12,438,194,False,376,104,178.97,0.0,2024-09
REC00258,Sunrise Clinic,Emergency,MedLine Supplies Co.,IV Fluid,Dextrose 5% 1L,2025-01-21,2026-02-06,381,250,False,475,83,144.83,0.0,2025-01
REC00259,Valley Care Hospital,Oncology,PharmaDirect Ltd.,Surgical Supply,Suture Kit 3-0,2024-07-27,2026-01-02,524,215,False,288,40,184.41,0.0,2024-07
REC00260,Valley Care Hospital,ICU,PharmaDirect Ltd.,IV Fluid,Ringer Lactate 1L,2024-09-27,2025-06-14,260,13,False,205,115,317.86,36553.9,2024-09
REC00261,North Medical Center,ICU,CarePlus Distributors,Diagnostic Kit,Blood Glucose Strip,2025-04-06,2026-01-23,292,236,False,396,38,118.92,0.0,2025-04
REC00262,North Medical Center,Emergency,CarePlus Distributors,IV Fluid,Dextrose 5% 1L,2025-04-04,2025-12-02,242,184,False,81,24,442.2,0.0,2025-04
REC00263,City General Hospital,General Ward,GlobalMed Imports,Diagnostic Kit,COVID Rapid Test,2024-07-28,2024-11-06,101,-207,True,380,61,364.66,22244.26,2024-07
REC00264,North Medical Center,Oncology,PharmaDirect Ltd.,Pharmaceutical,Amoxicillin 500mg,2024-09-28,2025-05-17,231,-15,True,65,53,308.24,16336.72,2024-09
REC00265,Metro Health Hub,Cardiology,NovaMed Solutions,Surgical Supply,Sterile Drape,2024-12-30,2026-05-31,517,364,False,365,31,292.16,0.0,2024-12
REC00266,North Medical Center,Pharmacy Store,NovaMed Solutions,IV Fluid,Normal Saline 500ml,2025-04-08,2026-05-07,394,340,False,379,113,359.25,0.0,2025-04
REC00267,North Medical Center,ICU,GlobalMed Imports,Pharmaceutical,Omeprazole 20mg,2024-05-22,2025-11-20,547,172,False,307,41,176.3,0.0,2024-05
REC00268,City General Hospital,Emergency,PharmaDirect Ltd.,PPE,Surgical Mask Box,2025-05-07,2026-11-06,548,523,False,442,59,438.36,0.0,2025-05
REC00269,Sunrise Clinic,Orthopedics,MedLine Supplies Co.,Diagnostic Kit,COVID Rapid Test,2025-01-30,2025-07-27,178,56,False,353,40,363.28,0.0,2025-01
REC00270,Valley Care Hospital,Emergency,MedLine Supplies Co.,Diagnostic Kit,Blood Glucose Strip,2024-08-07,2025-04-12,248,-50,True,69,16,27.64,442.24,2024-08
REC00271,Sunrise Clinic,ICU,MedLine Supplies Co.,PPE,Disposable Gown,2025-05-22,2026-11-12,539,529,False,417,22,413.65,0.0,2025-05
REC00272,Sunrise Clinic,Oncology,GlobalMed Imports,Surgical Supply,Wound Dressing Pack,2024-05-27,2025-09-17,478,108,False,241,50,264.74,0.0,2024-05
REC00273,Valley Care Hospital,General Ward,GlobalMed Imports,Surgical Supply,Suture Kit 3-0,2024-05-13,2027-02-26,1019,635,False,139,35,312.87,0.0,2024-05
REC00274,Valley Care Hospital,Cardiology,NovaMed Solutions,Surgical Supply,Wound Dressing Pack,2025-02-22,2027-01-02,679,580,False,423,0,427.08,0.0,2025-02
REC00275,Sunrise Clinic,Pharmacy Store,MedLine Supplies Co.,Pharmaceutical,Metformin 850mg,2024-07-18,2025-12-05,505,187,False,103,29,224.54,0.0,2024-07
REC00276,City General Hospital,Oncology,PharmaDirect Ltd.,Surgical Supply,Sterile Drape,2024-12-10,2027-09-22,1016,843,False,423,113,152.75,0.0,2024-12
REC00277,Metro Health Hub,Cardiology,CarePlus Distributors,Surgical Supply,Surgical Gloves L,2024-11-24,2026-03-14,475,286,False,274,53,436.17,0.0,2024-11
REC00278,Sunrise Clinic,ICU,GlobalMed Imports,Diagnostic Kit,Pregnancy Test Kit,2025-04-01,2025-10-23,205,144,False,87,25,380.98,0.0,2025-04
REC00279,Valley Care Hospital,Cardiology,MedLine Supplies Co.,Diagnostic Kit,COVID Rapid Test,2025-04-15,2026-01-22,282,235,False,330,11,153.73,0.0,2025-04
REC00280,Valley Care Hospital,Pharmacy Store,NovaMed Solutions,IV Fluid,Dextrose 5% 1L,2024-07-16,2025-03-04,231,-89,True,155,29,185.65,5383.85,2024-07
REC00281,Sunrise Clinic,ICU,CarePlus Distributors,Diagnostic Kit,Urine Dipstick,2024-12-21,2025-04-15,115,-47,True,331,67,71.23,4772.41,2024-12
REC00282,City General Hospital,Cardiology,MedLine Supplies Co.,Pharmaceutical,Amlodipine 5mg,2024-06-18,2026-04-20,671,323,False,137,40,133.09,0.0,2024-06
REC00283,Metro Health Hub,Oncology,PharmaDirect Ltd.,Diagnostic Kit,Pregnancy Test Kit,2024-09-23,2025-05-06,225,-26,True,328,54,85.23,4602.42,2024-09
REC00284,City General Hospital,ICU,GlobalMed Imports,IV Fluid,Normal Saline 500ml,2025-01-08,2025-10-30,295,151,False,338,7,70.13,0.0,2025-01
REC00285,Metro Health Hub,Orthopedics,PharmaDirect Ltd.,PPE,Disposable Gown,2024-04-30,2026-01-22,632,235,False,264,68,309.96,0.0,2024-04
REC00286,Metro Health Hub,Emergency,PharmaDirect Ltd.,IV Fluid,Ringer Lactate 1L,2025-04-12,2026-07-28,472,422,False,459,37,56.33,0.0,2025-04
REC00287,Valley Care Hospital,Oncology,GlobalMed Imports,Surgical Supply,Suture Kit 3-0,2025-03-19,2027-05-26,798,724,False,153,40,68.68,0.0,2025-03
REC00288,Valley Care Hospital,Orthopedics,NovaMed Solutions,Pharmaceutical,Amoxicillin 500mg,2024-11-05,2026-06-14,586,378,False,284,1,354.48,0.0,2024-11
REC00289,Valley Care Hospital,Oncology,CarePlus Distributors,IV Fluid,Normal Saline 500ml,2024-10-22,2025-06-13,234,12,False,449,61,354.12,21601.32,2024-10
REC00290,Valley Care Hospital,Pharmacy Store,CarePlus Distributors,Diagnostic Kit,Pregnancy Test Kit,2024-06-21,2025-05-19,332,-13,True,191,56,66.87,3744.72,2024-06
REC00291,Sunrise Clinic,Oncology,GlobalMed Imports,Pharmaceutical,Omeprazole 20mg,2024-12-04,2026-01-31,423,244,False,60,10,368.28,0.0,2024-12
REC00292,City General Hospital,Emergency,CarePlus Distributors,IV Fluid,Normal Saline 500ml,2025-01-26,2026-01-05,344,218,False,423,53,273.23,0.0,2025-01
REC00293,Valley Care Hospital,Cardiology,PharmaDirect Ltd.,Surgical Supply,Scalpel Blade 22,2024-05-08,2026-10-18,893,504,False,455,40,31.86,0.0,2024-05
REC00294,North Medical Center,Oncology,GlobalMed Imports,PPE,N95 Mask,2025-02-23,2026-03-11,381,283,False,283,6,413.32,0.0,2025-02
REC00295,Metro Health Hub,Orthopedics,NovaMed Solutions,IV Fluid,Mannitol 20%,2024-07-01,2025-04-30,303,-32,True,300,62,81.97,5082.14,2024-07
REC00296,Valley Care Hospital,General Ward,PharmaDirect Ltd.,Diagnostic Kit,Urine Dipstick,2025-02-28,2025-07-14,136,43,False,247,6,75.4,0.0,2025-02
REC00297,North Medical Center,Pharmacy Store,PharmaDirect Ltd.,Surgical Supply,Suture Kit 3-0,2024-06-10,2026-03-12,640,284,False,492,2,214.66,0.0,2024-06
REC00298,Metro Health Hub,Oncology,PharmaDirect Ltd.,PPE,N95 Mask,2025-01-28,2026-06-17,505,381,False,266,48,383.58,0.0,2025-01
REC00299,Valley Care Hospital,Orthopedics,GlobalMed Imports,IV Fluid,Ringer Lactate 1L,2024-06-10,2025-10-02,479,123,False,53,11,253.75,0.0,2024-06
REC00300,Sunrise Clinic,Emergency,PharmaDirect Ltd.,Diagnostic Kit,COVID Rapid Test,2024-09-18,2025-05-07,231,-25,True,491,40,119.36,4774.4,2024-09
REC00301,Sunrise Clinic,Oncology,CarePlus Distributors,PPE,Surgical Mask Box,2025-04-23,2026-07-03,436,397,False,419,3,295.79,0.0,2025-04
